YEAR	MON	DAY	T2M	D2M	WIND	SSRD	STRD	SP	TP
1997.0	12.0	16.0	276.891	270.092	7.31	103.678	238.544	975.258	0.0
1997.0	12.0	17.0	275.659	271.23	4.486	64.838	263.374	972.523	0.054
1997.0	12.0	18.0	272.131	269.825	3.263	104.189	238.658	976.535	0.003
1997.0	12.0	19.0	276.721	273.154	6.45	88.016	269.377	974.321	0.042
1997.0	12.0	20.0	275.181	273.744	2.632	41.922	298.251	975.89	2.667
1997.0	12.0	21.0	270.777	267.633	2.314	57.802	266.203	983.115	0.729
1997.0	12.0	22.0	269.665	266.101	4.537	39.667	241.663	982.01	4.118
1997.0	12.0	23.0	274.615	273.22	6.437	16.827	320.006	971.215	9.313
1997.0	12.0	24.0	273.657	270.598	3.309	78.427	266.812	977.942	0.344
1997.0	12.0	25.0	276.723	274.591	7.367	21.92	324.192	963.719	11.466
1997.0	12.0	26.0	274.641	273.416	6.089	20.582	310.351	968.285	4.838
1997.0	12.0	27.0	272.72	269.733	5.326	73.449	275.396	970.246	2.125
1997.0	12.0	28.0	270.519	267.597	3.305	59.869	248.106	970.482	1.253
1997.0	12.0	29.0	270.618	266.984	4.619	92.018	227.291	967.822	0.001
1997.0	12.0	30.0	271.83	269.962	5.502	37.244	277.299	953.616	7.352
1997.0	12.0	31.0	265.975	262.805	6.139	94.509	226.911	966.21	2.818
1998.0	1.0	1.0	265.92	260.992	7.051	99.089	224.394	982.438	0.887
1998.0	1.0	2.0	276.043	270.064	8.899	60.444	268.46	978.078	0.0
1998.0	1.0	3.0	279.867	272.741	7.723	22.38	337.19	978.898	0.252
1998.0	1.0	4.0	279.149	277.785	3.945	13.42	342.812	982.294	7.991
1998.0	1.0	5.0	280.235	278.074	3.986	94.891	324.845	983.13	2.082
1998.0	1.0	6.0	282.521	281.393	5.513	30.587	345.749	976.988	9.249
1998.0	1.0	7.0	281.498	281.21	1.881	18.431	355.278	975.133	20.665
1998.0	1.0	8.0	275.573	275.163	6.107	12.782	330.133	964.706	54.491
1998.0	1.0	9.0	277.089	276.642	3.945	15.236	333.862	960.71	10.398
1998.0	1.0	10.0	274.857	270.592	8.717	70.371	278.967	972.549	0.726
1998.0	1.0	11.0	270.921	265.4	8.193	66.198	244.03	978.156	0.03
1998.0	1.0	12.0	270.526	265.038	2.838	76.66	253.524	981.648	0.41
1998.0	1.0	13.0	273.636	270.582	7.764	71.096	299.941	975.393	6.11
1998.0	1.0	14.0	266.216	261.05	4.759	100.684	227.687	987.517	0.094
1998.0	1.0	15.0	270.338	265.221	3.942	14.86	276.06	978.267	10.63
1998.0	1.0	16.0	270.794	269.787	4.313	47.349	299.995	971.006	2.922
1998.0	1.0	17.0	269.843	268.032	2.857	59.491	273.693	971.083	0.905
1998.0	1.0	18.0	271.58	270.299	2.912	49.198	291.743	972.261	3.811
1998.0	1.0	19.0	269.799	267.6	3.036	96.749	251.902	974.703	2.018
1998.0	1.0	20.0	270.574	268.628	3.243	88.191	253.662	976.396	2.687
1998.0	1.0	21.0	268.772	266.232	2.229	65.224	251.195	983.178	0.654
1998.0	1.0	22.0	269.296	266.867	4.233	37.618	271.876	983.763	1.215
1998.0	1.0	23.0	273.673	270.742	6.967	29.433	306.484	976.541	11.605
1998.0	1.0	24.0	272.744	270.888	3.135	67.862	294.003	973.189	0.903
1998.0	1.0	25.0	271.118	268.126	5.319	65.133	262.505	975.32	1.927
1998.0	1.0	26.0	270.868	268.1	2.567	97.062	269.71	983.412	1.218
1998.0	1.0	27.0	272.165	269.044	4.406	58.507	265.606	983.241	0.332
1998.0	1.0	28.0	272.803	270.352	2.825	117.824	250.168	975.986	0.0
1998.0	1.0	29.0	273.706	271.723	2.974	96.378	268.907	969.482	3.982
1998.0	1.0	30.0	274.011	272.658	5.419	43.22	309.542	967.425	6.305
1998.0	1.0	31.0	271.573	268.532	3.214	92.5	274.629	976.206	0.612
1998.0	2.0	1.0	271.612	267.706	3.631	132.696	229.328	979.57	0.0
1998.0	2.0	2.0	276.204	269.881	6.305	86.598	253.158	976.783	0.017
1998.0	2.0	3.0	273.242	270.518	3.679	102.907	269.663	982.043	0.065
1998.0	2.0	4.0	270.644	267.765	5.385	95.84	261.129	979.323	0.084
1998.0	2.0	5.0	270.429	267.002	6.71	95.778	267.539	971.543	0.099
1998.0	2.0	6.0	268.576	264.095	4.012	144.091	202.631	974.084	0.0
1998.0	2.0	7.0	269.903	265.102	3.368	142.796	217.894	976.843	0.0
1998.0	2.0	8.0	271.01	267.357	2.696	144.156	220.584	976.463	0.0
1998.0	2.0	9.0	270.5	267.57	1.651	145.289	221.823	978.385	0.0
1998.0	2.0	10.0	273.751	270.166	2.273	145.796	237.118	980.495	0.0
1998.0	2.0	11.0	276.755	272.244	4.402	65.629	272.08	976.005	0.14
1998.0	2.0	12.0	276.835	275.13	6.684	32.987	310.535	960.946	8.11
1998.0	2.0	13.0	272.644	269.527	4.794	68.431	268.762	974.147	0.976
1998.0	2.0	14.0	268.707	264.667	3.416	153.182	235.114	981.054	0.154
1998.0	2.0	15.0	267.313	261.145	2.008	140.6	206.39	987.87	0.0
1998.0	2.0	16.0	273.003	266.289	3.754	85.592	238.236	986.005	0.0
1998.0	2.0	17.0	276.447	273.845	6.333	33.302	312.718	977.787	20.863
1998.0	2.0	18.0	277.331	276.357	4.807	39.76	327.774	960.891	9.61
1998.0	2.0	19.0	276.069	275.788	3.405	40.0	326.063	964.605	2.684
1998.0	2.0	20.0	274.624	273.981	2.983	33.496	308.92	968.705	2.435
1998.0	2.0	21.0	273.941	272.803	4.444	83.373	302.132	970.353	2.947
1998.0	2.0	22.0	274.23	272.277	2.916	74.064	298.095	978.998	0.308
1998.0	2.0	23.0	274.571	271.073	3.299	142.169	247.171	975.888	0.064
1998.0	2.0	24.0	273.754	272.224	4.068	59.773	296.88	968.365	5.447
1998.0	2.0	25.0	273.928	271.885	5.161	163.544	253.153	972.117	0.048
1998.0	2.0	26.0	274.47	272.341	2.284	166.68	242.049	978.031	0.0
1998.0	2.0	27.0	277.764	270.593	3.788	125.093	262.461	971.555	0.231
1998.0	2.0	28.0	277.032	275.382	1.618	73.186	299.609	969.415	7.343
1998.0	3.0	1.0	276.594	275.642	2.6	113.8	310.319	967.695	11.014
1998.0	3.0	2.0	276.221	274.799	4.481	147.996	294.048	966.219	0.343
1998.0	3.0	3.0	274.378	271.758	4.563	142.758	258.108	962.327	1.678
1998.0	3.0	4.0	273.679	272.053	4.749	144.209	277.802	966.318	2.318
1998.0	3.0	5.0	273.231	271.103	4.18	150.292	260.016	974.18	1.754
1998.0	3.0	6.0	273.575	270.437	1.664	137.748	255.274	980.784	0.293
1998.0	3.0	7.0	273.652	270.327	0.967	170.83	243.561	980.103	0.025
1998.0	3.0	8.0	275.508	272.554	6.026	15.894	266.974	976.847	8.594
1998.0	3.0	9.0	280.359	278.487	8.089	95.036	337.314	957.427	10.298
1998.0	3.0	10.0	271.093	267.975	7.539	79.544	287.311	964.878	4.476
1998.0	3.0	11.0	264.997	260.811	6.159	159.796	220.1	983.042	1.829
1998.0	3.0	12.0	265.695	260.86	7.642	144.7	221.247	984.226	2.989
1998.0	3.0	13.0	268.27	262.226	5.714	186.886	223.69	984.3	0.699
1998.0	3.0	14.0	272.392	267.741	9.119	105.322	278.074	970.372	9.157
1998.0	3.0	15.0	270.43	267.84	5.463	115.06	254.68	982.481	2.608
1998.0	3.0	16.0	267.398	262.836	2.496	188.916	210.414	990.895	0.029
1998.0	3.0	17.0	270.961	265.428	4.187	203.078	207.902	989.619	0.001
1998.0	3.0	18.0	276.645	273.378	3.6	45.192	318.453	981.231	8.315
1998.0	3.0	19.0	277.923	277.172	2.401	37.959	341.118	971.409	5.233
1998.0	3.0	20.0	275.323	274.924	3.906	45.738	323.905	970.291	3.766
1998.0	3.0	21.0	272.947	272.045	7.189	48.82	311.718	965.799	24.208
1998.0	3.0	22.0	270.908	268.823	5.198	99.698	291.564	965.675	5.541
1998.0	3.0	23.0	271.231	267.323	5.775	183.174	250.976	970.769	0.896
1998.0	3.0	24.0	270.239	265.194	2.658	216.429	206.978	979.634	0.075
1998.0	3.0	25.0	272.815	266.233	3.716	220.698	213.428	988.103	0.0
1998.0	3.0	26.0	282.623	275.96	7.385	155.584	305.065	980.533	0.005
1998.0	3.0	27.0	287.81	280.811	7.287	158.15	322.703	975.43	0.016
1998.0	3.0	28.0	288.618	281.498	6.339	160.357	330.882	971.515	3.667
1998.0	3.0	29.0	284.643	282.396	5.681	207.114	318.467	971.729	3.135
1998.0	3.0	30.0	287.716	282.788	5.569	162.01	321.282	971.827	0.101
1998.0	3.0	31.0	290.289	282.744	6.105	201.717	334.179	968.78	0.0
1998.0	4.0	1.0	285.858	281.747	3.982	127.394	339.383	966.551	8.013
1998.0	4.0	2.0	279.596	277.978	4.636	161.446	310.002	967.95	5.959
1998.0	4.0	3.0	278.161	275.358	4.418	187.234	290.981	973.835	1.054
1998.0	4.0	4.0	276.732	273.428	5.079	84.749	284.339	971.133	0.111
1998.0	4.0	5.0	276.434	271.315	3.795	241.851	251.199	974.265	0.054
1998.0	4.0	6.0	276.246	269.981	3.441	250.671	221.435	973.357	0.0
1998.0	4.0	7.0	277.655	271.684	2.432	249.788	232.911	974.183	0.0
1998.0	4.0	8.0	280.961	275.804	3.452	77.272	309.318	968.64	10.038
1998.0	4.0	9.0	280.429	279.669	4.523	43.263	328.859	963.687	31.23
1998.0	4.0	10.0	277.172	270.753	6.105	248.48	264.934	966.705	2.987
1998.0	4.0	11.0	276.935	270.629	1.743	258.647	230.012	977.539	0.0
1998.0	4.0	12.0	278.859	271.499	2.3	259.187	240.045	983.295	0.0
1998.0	4.0	13.0	282.779	273.231	3.408	251.232	259.733	981.6	0.0
1998.0	4.0	14.0	285.001	277.032	4.982	58.194	324.509	970.639	15.681
1998.0	4.0	15.0	282.135	280.919	4.451	161.361	342.379	968.552	3.497
1998.0	4.0	16.0	283.215	281.451	5.24	71.362	315.798	967.265	19.071
1998.0	4.0	17.0	283.242	281.284	6.214	176.329	338.58	966.271	6.016
1998.0	4.0	18.0	279.799	274.154	5.137	243.402	256.185	980.505	0.0
1998.0	4.0	19.0	280.422	276.651	3.718	37.149	316.524	979.88	17.189
1998.0	4.0	20.0	279.15	276.64	4.838	239.994	306.763	975.092	15.668
1998.0	4.0	21.0	281.684	276.412	2.609	262.802	273.035	979.929	0.188
1998.0	4.0	22.0	283.153	277.15	2.046	244.177	287.619	978.939	0.464
1998.0	4.0	23.0	283.42	276.62	2.374	232.87	288.182	974.002	0.013
1998.0	4.0	24.0	283.538	276.62	3.894	275.948	271.235	968.848	0.2
1998.0	4.0	25.0	281.857	275.987	3.917	279.482	256.978	973.838	0.0
1998.0	4.0	26.0	280.672	276.058	2.346	53.77	310.988	974.708	7.416
1998.0	4.0	27.0	277.11	270.628	4.616	281.928	240.285	981.013	0.001
1998.0	4.0	28.0	278.766	272.891	1.859	295.773	242.833	987.782	0.0
1998.0	4.0	29.0	281.539	274.582	1.738	182.934	267.852	984.812	0.656
1998.0	4.0	30.0	285.711	281.971	1.433	175.497	327.872	977.903	0.732
1998.0	5.0	1.0	287.228	284.786	2.634	176.836	350.414	969.722	4.153
1998.0	5.0	2.0	286.598	285.388	2.15	70.546	361.835	962.52	11.284
1998.0	5.0	3.0	285.355	285.064	2.412	90.492	357.439	963.879	2.662
1998.0	5.0	4.0	285.873	284.542	1.759	160.408	323.299	967.439	8.977
1998.0	5.0	5.0	286.676	285.154	2.06	206.522	331.39	969.962	0.923
1998.0	5.0	6.0	287.064	284.672	2.085	263.778	320.688	973.435	3.622
1998.0	5.0	7.0	288.377	284.781	2.647	252.678	319.787	971.912	0.078
1998.0	5.0	8.0	288.582	285.848	5.115	53.087	360.477	964.832	14.502
1998.0	5.0	9.0	287.027	284.818	4.85	220.869	343.538	970.267	0.458
1998.0	5.0	10.0	286.718	284.908	4.73	159.657	344.237	972.64	4.536
1998.0	5.0	11.0	285.266	284.823	3.849	57.31	365.712	969.737	20.656
1998.0	5.0	12.0	285.837	284.426	2.9	98.086	364.108	972.575	7.371
1998.0	5.0	13.0	288.5	283.986	2.744	284.984	329.759	977.745	0.004
1998.0	5.0	14.0	290.888	286.209	2.525	295.202	332.905	979.356	0.0
1998.0	5.0	15.0	292.572	287.553	1.198	309.259	331.903	979.753	0.0
1998.0	5.0	16.0	293.714	288.879	3.085	303.85	338.731	976.143	3.215
1998.0	5.0	17.0	292.06	287.485	3.69	306.152	328.244	977.371	0.022
1998.0	5.0	18.0	291.839	285.709	3.802	314.188	317.761	979.682	0.0
1998.0	5.0	19.0	293.091	285.404	5.492	259.937	336.951	975.259	0.146
1998.0	5.0	20.0	292.565	288.893	3.918	295.011	343.894	971.796	0.013
1998.0	5.0	21.0	288.767	282.73	5.094	261.926	311.99	972.118	0.216
1998.0	5.0	22.0	284.175	277.617	4.323	244.019	319.246	975.816	0.001
1998.0	5.0	23.0	285.764	278.502	1.172	333.732	276.387	976.738	0.0
1998.0	5.0	24.0	288.523	280.281	1.311	322.46	288.123	976.07	0.006
1998.0	5.0	25.0	290.194	285.646	1.976	197.931	356.754	971.181	13.591
1998.0	5.0	26.0	288.253	285.451	3.647	306.369	327.281	973.569	2.216
1998.0	5.0	27.0	289.893	285.535	1.798	282.469	317.104	977.327	0.041
1998.0	5.0	28.0	292.577	285.898	3.124	277.66	327.438	977.443	0.0
1998.0	5.0	29.0	294.748	289.316	5.263	215.146	361.261	974.502	0.759
1998.0	5.0	30.0	292.314	287.574	2.603	317.198	336.328	975.538	0.335
1998.0	5.0	31.0	294.254	289.034	6.059	254.62	362.462	968.008	11.935
1998.0	6.0	1.0	285.809	281.928	4.529	294.127	313.806	967.845	2.446
1998.0	6.0	2.0	288.456	282.244	5.342	278.211	321.365	964.938	12.227
1998.0	6.0	3.0	284.805	279.529	7.16	207.181	329.336	966.618	2.145
1998.0	6.0	4.0	283.979	277.083	4.716	266.631	285.976	970.778	0.078
1998.0	6.0	5.0	284.765	277.12	3.709	299.576	295.161	971.255	0.699
1998.0	6.0	6.0	284.398	277.706	4.641	254.39	304.876	973.304	0.583
1998.0	6.0	7.0	284.339	278.9	4.219	222.272	311.007	976.237	7.47
1998.0	6.0	8.0	285.169	280.633	4.821	281.696	300.565	979.799	2.519
1998.0	6.0	9.0	287.95	281.396	1.925	274.458	305.122	982.32	0.0
1998.0	6.0	10.0	288.471	284.098	3.4	143.588	341.886	978.021	5.482
1998.0	6.0	11.0	289.762	287.567	3.013	225.71	373.221	976.048	2.68
1998.0	6.0	12.0	292.956	290.689	6.373	243.776	386.397	969.288	24.011
1998.0	6.0	13.0	292.651	290.074	4.313	190.494	370.154	964.648	11.077
1998.0	6.0	14.0	290.362	288.222	3.12	252.253	361.028	964.024	6.364
1998.0	6.0	15.0	291.297	287.927	3.262	220.016	348.256	960.517	0.545
1998.0	6.0	16.0	293.112	289.21	2.194	285.249	355.641	961.863	3.311
1998.0	6.0	17.0	291.909	290.278	4.747	222.979	377.762	969.474	5.179
1998.0	6.0	18.0	292.507	289.662	3.638	256.326	349.321	975.736	0.556
1998.0	6.0	19.0	293.627	290.353	2.296	242.79	362.878	973.057	6.096
1998.0	6.0	20.0	294.926	292.176	2.14	267.837	393.8	972.205	8.348
1998.0	6.0	21.0	295.767	290.508	2.388	314.392	354.634	975.85	0.0
1998.0	6.0	22.0	296.674	292.829	2.39	156.849	383.526	977.502	8.959
1998.0	6.0	23.0	295.754	293.737	3.119	121.776	384.83	977.386	10.002
1998.0	6.0	24.0	295.708	292.461	1.313	285.093	385.579	978.529	1.072
1998.0	6.0	25.0	298.408	294.255	3.968	305.926	382.02	977.329	0.318
1998.0	6.0	26.0	296.877	294.607	5.717	172.803	400.351	972.26	15.319
1998.0	6.0	27.0	294.716	291.49	3.689	306.224	361.501	970.261	0.347
1998.0	6.0	28.0	295.66	291.104	2.837	266.01	377.09	973.97	0.329
1998.0	6.0	29.0	296.485	293.149	5.618	276.667	391.211	972.871	6.259
1998.0	6.0	30.0	294.276	291.937	5.411	165.831	385.377	963.93	31.704
1998.0	7.0	1.0	292.378	287.419	5.651	276.882	347.158	966.417	2.849
1998.0	7.0	2.0	292.851	286.234	1.982	319.19	331.347	975.945	0.001
1998.0	7.0	3.0	294.143	287.303	2.831	317.018	336.329	979.091	0.017
1998.0	7.0	4.0	294.072	290.431	3.748	183.548	370.521	975.345	10.769
1998.0	7.0	5.0	291.839	288.148	3.993	275.32	357.476	978.681	2.123
1998.0	7.0	6.0	292.267	285.199	3.419	266.012	338.783	980.529	0.133
1998.0	7.0	7.0	294.644	290.58	3.216	164.344	378.71	977.268	2.705
1998.0	7.0	8.0	294.608	292.986	1.713	176.749	395.582	973.229	17.043
1998.0	7.0	9.0	293.852	291.501	2.27	275.958	380.827	973.751	4.758
1998.0	7.0	10.0	293.445	288.121	4.524	295.714	351.302	975.356	4.357
1998.0	7.0	11.0	292.089	284.3	3.249	327.532	315.296	978.242	0.0
1998.0	7.0	12.0	292.67	286.16	1.402	324.578	321.939	977.779	0.001
1998.0	7.0	13.0	294.232	287.845	2.325	324.827	332.381	976.971	0.0
1998.0	7.0	14.0	296.125	291.21	2.267	258.414	360.641	977.022	0.0
1998.0	7.0	15.0	296.472	292.923	3.414	244.407	376.699	977.542	0.748
1998.0	7.0	16.0	296.953	293.725	3.911	239.016	389.121	975.995	0.78
1998.0	7.0	17.0	295.852	293.277	2.836	267.623	384.169	972.79	2.943
1998.0	7.0	18.0	293.811	288.331	3.109	301.951	350.151	974.77	0.559
1998.0	7.0	19.0	294.151	287.883	2.863	289.16	337.235	975.856	0.558
1998.0	7.0	20.0	296.36	293.037	4.542	239.806	401.678	972.729	15.574
1998.0	7.0	21.0	296.451	292.716	5.154	226.306	386.461	975.076	1.627
1998.0	7.0	22.0	295.768	293.922	6.87	156.549	412.257	974.106	6.992
1998.0	7.0	23.0	295.145	292.366	4.885	248.418	390.318	971.919	29.814
1998.0	7.0	24.0	292.785	286.944	3.661	242.538	343.86	975.067	0.537
1998.0	7.0	25.0	291.889	285.486	1.731	245.779	346.651	980.641	0.481
1998.0	7.0	26.0	292.199	286.753	1.145	252.827	355.081	981.571	1.085
1998.0	7.0	27.0	293.777	287.644	4.1	237.122	349.369	977.242	0.391
1998.0	7.0	28.0	295.627	290.382	5.128	277.054	372.289	973.31	2.054
1998.0	7.0	29.0	295.387	290.326	5.484	275.026	370.711	971.3	3.997
1998.0	7.0	30.0	293.79	287.804	3.597	184.019	360.332	975.311	0.059
1998.0	7.0	31.0	292.506	287.774	3.767	250.444	355.54	979.128	0.523
1998.0	8.0	1.0	291.974	284.586	1.587	298.327	317.888	986.487	0.0
1998.0	8.0	2.0	292.854	285.066	1.991	284.772	326.194	986.656	0.0
1998.0	8.0	3.0	294.203	286.007	1.617	267.553	338.932	983.523	0.0
1998.0	8.0	4.0	295.817	287.769	2.227	266.071	365.706	982.606	0.713
1998.0	8.0	5.0	296.442	289.586	1.807	165.832	401.4	982.638	0.457
1998.0	8.0	6.0	296.281	290.243	3.025	189.989	401.294	981.736	1.194
1998.0	8.0	7.0	297.053	289.56	4.056	198.804	394.403	980.828	0.002
1998.0	8.0	8.0	298.025	291.86	3.731	253.05	387.29	983.895	0.017
1998.0	8.0	9.0	298.025	292.948	3.985	187.039	395.634	982.659	7.51
1998.0	8.0	10.0	295.865	294.357	3.244	83.694	405.995	976.537	15.82
1998.0	8.0	11.0	294.835	292.127	2.911	209.351	381.335	973.358	7.801
1998.0	8.0	12.0	292.777	289.355	3.666	204.666	371.555	979.624	1.292
1998.0	8.0	13.0	291.819	286.089	2.787	262.03	319.3	982.599	0.0
1998.0	8.0	14.0	293.703	288.599	2.107	189.443	357.446	977.212	1.501
1998.0	8.0	15.0	295.042	291.459	3.361	224.934	372.616	973.69	1.087
1998.0	8.0	16.0	295.254	292.141	2.021	237.256	369.697	977.129	0.766
1998.0	8.0	17.0	295.799	292.492	2.907	193.766	390.386	977.489	2.911
1998.0	8.0	18.0	294.032	292.547	4.003	101.257	383.866	976.568	12.164
1998.0	8.0	19.0	288.885	282.737	4.247	267.023	312.519	983.358	0.0
1998.0	8.0	20.0	289.145	282.451	2.568	265.737	294.955	985.505	0.0
1998.0	8.0	21.0	294.014	289.956	3.074	141.143	371.872	983.024	0.405
1998.0	8.0	22.0	294.737	292.685	1.468	173.872	379.193	980.614	2.956
1998.0	8.0	23.0	294.965	292.077	3.329	229.782	371.001	975.895	0.035
1998.0	8.0	24.0	296.308	292.748	7.002	213.208	378.691	969.399	5.197
1998.0	8.0	25.0	293.847	292.532	6.903	86.057	397.078	969.29	15.871
1998.0	8.0	26.0	293.689	291.63	2.978	220.944	363.038	973.733	0.602
1998.0	8.0	27.0	293.99	289.259	2.395	246.364	344.486	979.567	0.043
1998.0	8.0	28.0	294.362	288.492	2.927	236.147	343.521	978.363	0.0
1998.0	8.0	29.0	294.945	291.56	3.32	170.924	394.382	972.944	6.269
1998.0	8.0	30.0	293.596	289.806	2.644	214.438	355.515	974.461	2.431
1998.0	8.0	31.0	293.212	287.091	2.352	211.118	350.2	976.039	3.982
1998.0	9.0	1.0	291.962	286.529	1.845	215.073	339.811	976.06	0.137
1998.0	9.0	2.0	291.472	287.335	3.578	173.673	350.4	968.815	11.887
1998.0	9.0	3.0	290.666	285.486	4.193	207.193	334.371	969.722	0.737
1998.0	9.0	4.0	290.222	286.409	2.192	170.048	327.486	972.6	0.426
1998.0	9.0	5.0	291.393	285.538	3.241	225.87	328.293	979.049	0.001
1998.0	9.0	6.0	294.152	290.075	5.573	218.93	343.156	976.408	0.001
1998.0	9.0	7.0	292.711	290.83	4.312	58.214	383.99	969.293	17.705
1998.0	9.0	8.0	287.806	283.558	4.491	174.599	317.414	967.25	10.371
1998.0	9.0	9.0	286.045	283.315	4.865	144.652	315.128	973.401	9.639
1998.0	9.0	10.0	287.917	282.628	4.442	187.729	314.711	979.155	0.134
1998.0	9.0	11.0	290.494	285.807	5.218	211.253	320.879	978.183	0.0
1998.0	9.0	12.0	292.697	287.911	5.764	181.931	338.689	974.028	0.112
1998.0	9.0	13.0	292.607	290.33	1.82	182.779	364.377	975.428	0.034
1998.0	9.0	14.0	294.76	291.162	2.418	180.292	359.722	976.971	0.0
1998.0	9.0	15.0	296.944	292.537	4.147	75.392	399.488	976.126	0.875
1998.0	9.0	16.0	293.111	291.582	4.005	57.159	401.26	978.95	4.744
1998.0	9.0	17.0	290.779	286.793	2.581	197.706	347.738	979.676	0.003
1998.0	9.0	18.0	290.476	284.202	2.289	207.561	306.646	979.09	0.0
1998.0	9.0	19.0	293.595	289.094	3.87	144.048	358.826	974.907	8.577
1998.0	9.0	20.0	294.131	292.163	3.937	163.131	374.884	973.281	0.741
1998.0	9.0	21.0	294.921	292.671	4.88	116.899	380.988	971.251	1.222
1998.0	9.0	22.0	290.364	286.532	3.884	130.78	345.168	973.429	1.508
1998.0	9.0	23.0	284.324	278.53	4.161	142.154	296.502	979.888	1.687
1998.0	9.0	24.0	284.926	278.111	3.668	127.473	316.855	980.682	0.302
1998.0	9.0	25.0	289.261	283.807	4.316	91.243	350.754	977.344	0.124
1998.0	9.0	26.0	292.68	290.424	4.31	167.521	351.459	977.167	0.122
1998.0	9.0	27.0	295.564	290.775	7.102	138.819	366.378	971.483	5.094
1998.0	9.0	28.0	289.022	285.557	4.345	137.717	333.273	973.481	0.363
1998.0	9.0	29.0	287.299	281.442	2.605	183.892	300.105	976.71	0.0
1998.0	9.0	30.0	290.474	285.0	2.272	113.011	353.951	971.945	0.48
1998.0	10.0	1.0	287.048	282.134	6.79	178.093	310.987	970.818	8.575
1998.0	10.0	2.0	283.158	275.885	6.486	134.824	285.341	978.08	1.22
1998.0	10.0	3.0	282.779	278.256	2.71	53.728	321.789	982.312	3.599
1998.0	10.0	4.0	282.488	279.019	3.902	157.534	307.83	984.575	0.121
1998.0	10.0	5.0	285.316	281.15	3.267	157.267	313.665	985.954	0.0
1998.0	10.0	6.0	287.164	282.668	4.589	149.71	320.18	985.775	0.004
1998.0	10.0	7.0	290.495	286.844	7.479	82.777	352.757	979.706	3.639
1998.0	10.0	8.0	287.324	286.11	4.766	52.624	371.252	976.164	28.145
1998.0	10.0	9.0	284.627	281.955	4.218	103.38	339.945	980.994	0.706
1998.0	10.0	10.0	285.093	281.843	3.485	151.538	325.866	979.703	0.047
1998.0	10.0	11.0	285.268	281.844	3.139	134.923	313.322	981.841	0.008
1998.0	10.0	12.0	285.677	282.269	1.989	161.93	289.348	983.826	0.0
1998.0	10.0	13.0	286.764	282.631	4.752	91.007	312.083	976.329	0.441
1998.0	10.0	14.0	282.43	279.796	6.23	106.227	309.542	971.781	10.303
1998.0	10.0	15.0	282.085	279.604	4.345	115.939	309.034	979.875	3.342
1998.0	10.0	16.0	282.058	278.164	1.453	156.803	281.395	987.378	0.006
1998.0	10.0	17.0	286.808	281.452	3.869	135.273	305.073	985.018	0.047
1998.0	10.0	18.0	291.504	284.645	7.06	123.366	339.637	977.038	4.037
1998.0	10.0	19.0	285.153	281.698	6.641	118.466	326.517	977.299	1.881
1998.0	10.0	20.0	283.05	278.283	6.687	134.843	275.353	978.981	0.028
1998.0	10.0	21.0	280.737	277.149	5.26	121.072	288.634	978.924	7.367
1998.0	10.0	22.0	278.744	273.782	5.356	97.287	276.271	983.609	1.743
1998.0	10.0	23.0	280.811	275.969	5.844	145.478	273.399	986.706	0.001
1998.0	10.0	24.0	284.246	278.77	6.808	147.231	273.417	984.974	0.0
1998.0	10.0	25.0	284.065	278.728	5.047	143.639	269.96	983.438	0.0
1998.0	10.0	26.0	284.072	280.15	2.334	81.848	294.477	983.823	0.0
1998.0	10.0	27.0	286.08	280.782	3.193	139.029	299.06	983.742	0.075
1998.0	10.0	28.0	286.921	282.41	5.68	125.941	321.48	974.675	3.289
1998.0	10.0	29.0	281.892	277.769	4.205	138.204	271.293	975.859	0.0
1998.0	10.0	30.0	279.372	275.72	1.812	136.83	261.1	977.109	0.0
1998.0	10.0	31.0	279.337	275.524	2.996	129.712	259.307	976.791	0.0
1998.0	11.0	1.0	280.243	276.041	3.208	90.327	281.027	979.446	0.0
1998.0	11.0	2.0	278.873	274.538	3.729	76.611	293.969	979.572	0.05
1998.0	11.0	3.0	276.619	270.778	3.975	75.971	290.614	977.981	0.049
1998.0	11.0	4.0	274.476	268.939	3.846	59.494	290.354	975.961	0.251
1998.0	11.0	5.0	276.09	271.725	3.312	75.2	287.271	976.564	1.312
1998.0	11.0	6.0	275.99	271.345	3.347	74.716	277.89	976.431	2.633
1998.0	11.0	7.0	277.728	275.517	6.174	63.48	297.39	981.542	4.972
1998.0	11.0	8.0	278.375	275.749	2.252	54.133	302.253	985.05	2.878
1998.0	11.0	9.0	278.306	275.586	1.852	53.791	309.154	983.182	1.372
1998.0	11.0	10.0	280.051	277.314	5.755	46.513	323.262	978.217	5.378
1998.0	11.0	11.0	281.623	276.084	11.505	71.956	293.53	967.879	7.77
1998.0	11.0	12.0	278.834	272.089	8.237	123.122	260.389	983.415	0.028
1998.0	11.0	13.0	278.444	272.666	5.381	112.193	278.083	982.564	1.042
1998.0	11.0	14.0	278.457	272.867	3.705	77.649	269.377	974.005	0.036
1998.0	11.0	15.0	280.837	276.324	7.294	68.251	303.567	967.234	2.651
1998.0	11.0	16.0	278.003	273.686	3.999	34.487	302.637	972.863	0.719
1998.0	11.0	17.0	279.024	276.886	3.168	16.411	322.929	970.346	3.204
1998.0	11.0	18.0	276.62	273.483	1.545	96.007	287.255	984.64	0.224
1998.0	11.0	19.0	279.882	275.432	6.613	28.116	280.891	977.674	0.397
1998.0	11.0	20.0	280.013	277.1	6.423	47.74	305.461	972.466	3.28
