YEAR	MON	DAY	T2M	D2M	WIND	SSRD	STRD	SP	TP
1994.0	1.0	1.0	272.176	267.782	6.761	95.193	251.494	976.986	2.448
1994.0	1.0	2.0	272.25	269.844	5.549	71.144	291.34	973.018	4.016
1994.0	1.0	3.0	265.365	262.874	3.996	78.913	245.728	979.526	0.608
1994.0	1.0	4.0	268.427	267.033	5.787	18.927	284.936	965.737	14.536
1994.0	1.0	5.0	265.819	262.602	7.271	76.233	237.528	968.57	3.597
1994.0	1.0	6.0	262.684	259.427	4.012	30.251	244.617	978.493	6.795
1994.0	1.0	7.0	266.547	264.861	4.509	19.493	287.616	971.797	8.742
1994.0	1.0	8.0	263.605	261.747	4.789	59.973	265.046	970.353	3.853
1994.0	1.0	9.0	262.07	258.926	7.373	78.693	240.979	982.038	2.618
1994.0	1.0	10.0	262.157	258.236	3.113	114.211	200.386	995.428	0.221
1994.0	1.0	11.0	269.891	265.41	6.807	28.189	277.939	986.298	1.796
1994.0	1.0	12.0	272.546	270.668	2.428	87.902	278.048	982.676	0.365
1994.0	1.0	13.0	272.782	271.269	4.624	46.251	277.035	970.312	1.807
1994.0	1.0	14.0	266.746	264.324	3.722	82.013	266.284	964.905	6.566
1994.0	1.0	15.0	256.129	252.621	4.698	86.633	198.024	969.595	3.345
1994.0	1.0	16.0	254.134	249.906	6.15	98.649	185.666	987.002	1.365
1994.0	1.0	17.0	264.017	260.369	6.64	37.987	267.969	976.754	10.731
1994.0	1.0	18.0	259.067	255.001	8.166	81.342	212.441	972.274	1.708
1994.0	1.0	19.0	251.621	247.3	7.598	120.769	162.851	986.528	1.23
1994.0	1.0	20.0	253.969	249.687	5.6	115.647	170.137	991.294	0.143
1994.0	1.0	21.0	258.975	255.747	5.807	105.01	200.877	991.985	0.04
1994.0	1.0	22.0	264.267	260.834	7.746	94.26	243.202	981.571	1.359
1994.0	1.0	23.0	266.574	264.124	3.806	42.027	253.883	979.559	1.178
1994.0	1.0	24.0	274.107	273.022	7.331	51.573	304.912	974.041	1.505
1994.0	1.0	25.0	270.604	268.694	3.719	70.74	276.822	983.366	0.636
1994.0	1.0	26.0	260.958	257.788	7.104	126.729	244.499	987.479	4.57
1994.0	1.0	27.0	263.206	260.187	5.262	25.736	240.362	988.32	4.483
1994.0	1.0	28.0	274.985	272.95	10.453	21.249	330.066	967.488	18.403
1994.0	1.0	29.0	270.044	267.88	7.094	60.904	282.573	969.504	2.317
1994.0	1.0	30.0	263.981	261.862	3.247	114.089	235.692	982.286	1.374
1994.0	1.0	31.0	258.397	255.587	1.582	126.022	183.192	983.458	0.02
1994.0	2.0	1.0	260.262	257.447	3.67	125.736	200.997	980.004	0.59
1994.0	2.0	2.0	259.041	255.593	4.433	142.687	165.551	980.814	0.005
1994.0	2.0	3.0	265.398	260.975	8.061	127.982	210.091	972.11	2.894
1994.0	2.0	4.0	264.538	259.898	6.632	77.604	212.51	978.633	2.181
1994.0	2.0	5.0	266.5	262.222	5.253	129.396	199.935	973.003	0.04
1994.0	2.0	6.0	266.55	262.646	4.158	146.333	193.767	972.403	0.001
1994.0	2.0	7.0	265.072	260.289	3.491	147.742	217.475	978.439	0.078
1994.0	2.0	8.0	259.888	256.364	4.297	73.76	234.563	982.952	6.465
1994.0	2.0	9.0	259.428	256.898	5.137	35.129	253.744	970.057	7.249
1994.0	2.0	10.0	256.812	252.949	2.684	154.084	178.263	987.246	0.141
1994.0	2.0	11.0	261.787	257.539	2.774	92.533	222.05	985.55	0.0
1994.0	2.0	12.0	265.138	262.527	2.642	138.149	224.656	983.712	0.011
1994.0	2.0	13.0	271.243	268.986	6.36	84.178	293.653	973.671	3.584
1994.0	2.0	14.0	264.314	260.249	5.765	163.731	217.231	980.828	0.927
1994.0	2.0	15.0	270.097	265.481	5.934	148.147	223.048	976.258	0.216
1994.0	2.0	16.0	269.618	266.482	4.909	158.809	229.856	984.76	0.669
1994.0	2.0	17.0	270.629	266.045	4.263	159.338	219.742	986.938	0.0
1994.0	2.0	18.0	275.305	270.368	3.329	161.064	235.399	986.385	0.0
1994.0	2.0	19.0	278.911	272.397	5.867	148.06	258.721	984.941	0.0
1994.0	2.0	20.0	280.88	275.126	7.263	83.349	291.377	979.818	1.559
1994.0	2.0	21.0	276.175	275.164	2.812	74.947	317.665	980.195	1.092
1994.0	2.0	22.0	268.953	266.931	3.67	161.973	237.847	986.616	0.118
1994.0	2.0	23.0	268.602	265.949	5.963	29.44	278.306	979.34	12.126
1994.0	2.0	24.0	272.413	270.347	7.311	86.229	299.418	962.027	8.09
1994.0	2.0	25.0	263.719	260.246	6.316	158.056	222.558	973.159	1.966
1994.0	2.0	26.0	263.363	260.112	5.281	156.889	248.452	973.898	12.855
1994.0	2.0	27.0	258.998	254.708	4.39	182.058	173.984	987.206	0.105
1994.0	2.0	28.0	259.681	255.756	2.452	160.54	180.441	989.284	0.0
1994.0	3.0	1.0	264.901	260.112	1.346	178.659	214.521	986.995	0.001
1994.0	3.0	2.0	267.066	263.643	3.666	158.98	205.751	981.442	0.396
1994.0	3.0	3.0	270.448	268.281	4.653	182.173	273.972	968.417	4.456
1994.0	3.0	4.0	270.223	268.591	3.305	46.91	242.336	960.987	1.814
1994.0	3.0	5.0	272.819	271.035	4.701	110.203	279.39	967.04	0.874
1994.0	3.0	6.0	270.671	268.552	3.915	57.45	257.396	977.369	1.082
1994.0	3.0	7.0	276.111	273.528	3.834	43.309	301.739	975.893	8.516
1994.0	3.0	8.0	272.902	270.417	5.816	181.282	252.349	975.813	0.413
1994.0	3.0	9.0	267.324	264.189	2.935	65.274	237.497	983.728	7.1
1994.0	3.0	10.0	270.365	268.99	3.867	118.379	293.469	970.609	18.674
1994.0	3.0	11.0	268.401	265.514	3.067	195.289	219.8	982.393	0.133
1994.0	3.0	12.0	268.521	265.699	2.811	179.29	212.962	991.156	0.0
1994.0	3.0	13.0	274.9	270.695	5.126	59.163	282.873	980.416	5.873
1994.0	3.0	14.0	272.202	270.572	1.957	177.319	267.914	974.003	0.263
1994.0	3.0	15.0	275.735	273.188	5.194	148.267	304.71	961.639	5.156
1994.0	3.0	16.0	268.522	266.03	6.098	129.456	262.38	964.102	3.689
1994.0	3.0	17.0	262.777	259.752	5.97	192.934	213.061	971.603	0.538
1994.0	3.0	18.0	266.52	264.503	3.235	36.926	253.598	962.312	7.866
1994.0	3.0	19.0	268.334	266.159	5.639	206.261	247.157	964.738	1.462
1994.0	3.0	20.0	270.213	266.613	4.155	207.564	212.463	971.642	0.0
1994.0	3.0	21.0	273.657	269.845	4.814	42.56	269.934	968.659	12.643
1994.0	3.0	22.0	275.344	272.62	6.013	209.453	276.286	967.414	2.305
1994.0	3.0	23.0	278.769	272.949	5.392	207.764	258.448	969.662	0.107
1994.0	3.0	24.0	280.785	276.893	4.77	107.461	310.164	967.488	4.654
1994.0	3.0	25.0	273.442	269.551	5.756	121.148	259.135	972.776	0.113
1994.0	3.0	26.0	270.727	266.647	2.566	206.499	234.056	979.641	0.013
1994.0	3.0	27.0	275.814	272.875	4.44	51.431	307.538	968.495	9.39
1994.0	3.0	28.0	274.504	273.109	3.101	120.991	308.697	968.604	2.387
1994.0	3.0	29.0	273.813	272.034	2.4	104.347	278.702	973.992	2.035
1994.0	3.0	30.0	272.611	270.043	4.755	200.768	240.974	982.482	0.559
1994.0	3.0	31.0	273.409	268.644	4.212	238.022	216.768	983.222	0.001
1994.0	4.0	1.0	275.168	269.646	5.01	217.136	235.012	976.79	0.004
1994.0	4.0	2.0	278.455	272.054	4.393	216.487	261.192	976.441	0.121
1994.0	4.0	3.0	278.569	274.498	5.32	45.95	306.795	971.116	11.279
1994.0	4.0	4.0	272.278	268.983	3.522	242.548	218.609	977.036	0.0
1994.0	4.0	5.0	277.981	272.421	3.955	148.33	265.92	971.167	2.253
1994.0	4.0	6.0	275.48	274.725	3.897	23.913	324.104	970.387	19.797
1994.0	4.0	7.0	272.164	269.71	5.459	232.466	278.29	974.036	15.683
1994.0	4.0	8.0	273.459	267.556	2.532	250.053	209.98	988.379	0.0
1994.0	4.0	9.0	280.267	271.346	6.419	131.801	283.815	980.572	0.062
1994.0	4.0	10.0	281.701	278.657	4.801	148.032	331.612	974.793	11.399
1994.0	4.0	11.0	277.345	271.325	3.294	208.788	240.061	987.674	0.0
1994.0	4.0	12.0	278.668	275.122	3.5	51.174	319.807	984.626	14.73
1994.0	4.0	13.0	283.314	281.785	6.227	127.946	343.741	968.365	15.285
1994.0	4.0	14.0	280.141	276.933	6.082	212.084	298.16	967.759	0.5
1994.0	4.0	15.0	285.218	279.386	3.997	249.156	302.86	971.503	0.023
1994.0	4.0	16.0	282.932	278.928	9.463	231.204	310.558	964.86	12.311
1994.0	4.0	17.0	277.966	272.442	6.913	250.794	262.32	970.633	1.179
1994.0	4.0	18.0	279.397	271.4	4.82	260.469	241.154	977.245	0.0
1994.0	4.0	19.0	285.34	276.998	6.303	226.108	302.249	971.044	2.811
1994.0	4.0	20.0	278.747	271.562	4.689	276.691	244.546	977.926	0.123
1994.0	4.0	21.0	277.286	269.273	3.748	281.178	234.384	980.848	0.0
1994.0	4.0	22.0	276.552	268.668	3.456	287.794	224.409	981.552	0.0
1994.0	4.0	23.0	278.299	269.963	4.034	284.856	234.005	981.126	0.0
1994.0	4.0	24.0	283.65	273.062	7.122	257.96	281.384	971.67	0.024
1994.0	4.0	25.0	287.397	281.003	5.699	166.652	339.522	969.639	3.542
1994.0	4.0	26.0	288.57	283.646	4.067	240.998	335.279	970.659	1.863
1994.0	4.0	27.0	288.842	286.567	6.633	136.18	355.21	971.292	5.749
1994.0	4.0	28.0	279.742	275.315	4.02	139.997	290.017	983.402	0.024
1994.0	4.0	29.0	282.644	280.328	4.757	93.929	353.277	981.625	10.45
1994.0	4.0	30.0	280.592	276.261	3.768	144.356	287.73	981.823	4.283
1994.0	5.0	1.0	279.957	278.723	5.948	124.603	346.15	970.569	14.755
1994.0	5.0	2.0	278.129	274.688	4.931	282.622	255.797	981.151	0.241
1994.0	5.0	3.0	279.748	273.793	2.357	298.009	243.319	985.919	0.0
1994.0	5.0	4.0	281.65	276.195	2.901	185.466	289.241	983.127	0.035
1994.0	5.0	5.0	282.142	278.492	1.271	98.471	331.08	977.281	0.033
1994.0	5.0	6.0	280.325	277.524	5.547	138.75	304.652	972.556	2.714
1994.0	5.0	7.0	280.444	277.048	2.546	199.954	305.502	975.934	2.775
1994.0	5.0	8.0	281.252	279.619	4.672	146.709	338.385	967.42	14.853
1994.0	5.0	9.0	283.037	277.36	6.46	137.673	294.117	969.458	1.811
1994.0	5.0	10.0	281.455	278.179	4.024	271.937	279.076	974.812	2.13
1994.0	5.0	11.0	283.477	275.621	5.703	215.882	280.011	976.589	0.159
1994.0	5.0	12.0	282.815	279.258	7.051	125.841	346.197	968.45	8.41
1994.0	5.0	13.0	279.912	271.888	4.33	324.071	242.699	977.423	0.0
1994.0	5.0	14.0	282.703	275.746	1.676	317.39	260.125	979.004	0.0
1994.0	5.0	15.0	286.188	282.759	4.243	100.379	340.938	970.123	16.685
1994.0	5.0	16.0	283.498	282.335	6.094	90.51	352.758	967.606	5.683
1994.0	5.0	17.0	278.326	277.332	5.502	70.389	336.217	974.956	5.656
1994.0	5.0	18.0	280.07	277.236	4.203	155.273	321.638	979.058	0.671
1994.0	5.0	19.0	282.078	279.231	3.225	144.773	327.191	979.69	0.446
1994.0	5.0	20.0	284.026	280.062	1.517	301.25	280.018	979.838	0.0
1994.0	5.0	21.0	286.419	281.461	1.766	210.293	309.641	979.496	0.0
1994.0	5.0	22.0	289.44	282.666	2.521	317.838	312.665	978.981	0.0
1994.0	5.0	23.0	290.473	284.759	2.959	320.219	320.81	973.9	0.0
1994.0	5.0	24.0	287.691	283.766	1.77	136.491	322.93	973.371	2.763
1994.0	5.0	25.0	288.252	286.606	3.545	198.722	360.264	965.646	7.144
1994.0	5.0	26.0	287.024	285.362	3.69	197.592	346.332	961.486	26.589
1994.0	5.0	27.0	279.842	274.996	5.494	305.396	287.371	972.166	1.776
1994.0	5.0	28.0	283.854	276.765	5.493	335.373	268.593	977.189	0.002
1994.0	5.0	29.0	287.393	279.809	5.383	289.352	299.916	978.219	0.129
1994.0	5.0	30.0	290.81	283.483	4.691	299.29	319.136	978.95	0.016
1994.0	5.0	31.0	293.226	287.326	5.834	307.637	349.811	976.402	0.93
1994.0	6.0	1.0	287.282	284.119	6.031	234.236	333.727	970.775	14.191
1994.0	6.0	2.0	283.164	277.033	5.494	244.298	282.288	976.03	0.006
1994.0	6.0	3.0	286.145	281.023	2.503	322.316	304.333	981.123	0.0
1994.0	6.0	4.0	288.367	282.77	1.971	333.121	291.264	979.608	0.0
1994.0	6.0	5.0	290.087	283.708	1.593	336.442	301.093	977.507	0.0
1994.0	6.0	6.0	291.978	286.975	4.518	270.508	337.475	971.457	2.16
1994.0	6.0	7.0	290.529	287.435	3.851	298.709	344.655	968.719	0.156
1994.0	6.0	8.0	287.164	283.299	4.752	280.02	345.941	974.38	0.739
1994.0	6.0	9.0	286.895	280.176	1.836	345.192	280.228	978.52	0.0
1994.0	6.0	10.0	290.454	283.733	1.874	347.25	296.518	978.544	0.0
1994.0	6.0	11.0	290.705	285.732	4.864	181.151	343.556	976.198	8.144
1994.0	6.0	12.0	291.647	288.568	5.373	253.574	359.102	973.828	4.315
1994.0	6.0	13.0	293.137	289.251	5.135	313.772	347.367	974.846	0.816
1994.0	6.0	14.0	293.978	291.686	4.574	236.524	395.619	975.234	5.401
1994.0	6.0	15.0	296.78	294.059	2.286	313.053	387.572	980.865	0.657
1994.0	6.0	16.0	298.542	295.504	1.818	304.343	396.272	982.947	0.324
1994.0	6.0	17.0	298.219	296.163	1.319	246.158	422.273	981.657	0.775
1994.0	6.0	18.0	298.943	295.446	1.043	310.549	386.075	980.201	0.048
1994.0	6.0	19.0	298.367	295.102	3.402	292.642	386.031	979.566	0.275
1994.0	6.0	20.0	295.02	288.479	2.574	313.888	334.393	979.742	0.0
1994.0	6.0	21.0	295.775	292.801	4.034	204.38	399.982	971.965	10.099
1994.0	6.0	22.0	293.931	286.371	3.428	339.75	323.482	972.892	0.0
1994.0	6.0	23.0	294.719	288.727	1.552	269.216	353.824	972.314	0.402
1994.0	6.0	24.0	294.035	291.732	3.941	144.801	399.635	964.481	34.79
1994.0	6.0	25.0	293.37	291.016	5.571	195.159	387.863	960.041	4.528
1994.0	6.0	26.0	291.571	288.641	6.049	281.199	356.899	968.258	7.148
1994.0	6.0	27.0	291.895	290.754	2.929	143.858	395.327	969.778	16.161
1994.0	6.0	28.0	290.706	288.477	4.069	164.397	380.8	971.362	2.266
1994.0	6.0	29.0	293.259	290.211	4.187	238.487	365.669	967.422	20.293
1994.0	6.0	30.0	291.753	290.008	5.573	252.09	372.93	967.745	3.953
1994.0	7.0	1.0	292.499	289.006	3.02	286.938	356.869	975.32	0.65
1994.0	7.0	2.0	294.86	290.087	5.372	204.216	361.457	974.399	4.495
1994.0	7.0	3.0	292.627	288.481	3.713	295.703	364.191	980.086	0.379
1994.0	7.0	4.0	294.015	288.45	2.996	283.82	356.024	981.931	0.179
1994.0	7.0	5.0	297.618	293.305	4.568	271.069	385.928	978.531	3.569
1994.0	7.0	6.0	297.115	294.906	3.489	235.292	388.34	976.906	7.105
1994.0	7.0	7.0	296.767	294.836	2.242	158.782	406.315	976.094	11.687
1994.0	7.0	8.0	298.373	295.041	2.452	248.808	402.755	977.046	3.914
1994.0	7.0	9.0	297.641	294.785	5.765	265.686	401.541	975.193	6.404
1994.0	7.0	10.0	292.54	289.32	5.59	272.354	357.924	976.577	3.372
1994.0	7.0	11.0	291.313	285.288	1.985	300.896	336.767	981.117	0.005
1994.0	7.0	12.0	293.723	287.85	4.954	293.313	342.437	977.593	0.011
1994.0	7.0	13.0	295.93	292.689	3.931	266.007	380.856	976.831	2.203
1994.0	7.0	14.0	294.664	290.437	2.742	156.911	369.329	978.114	2.525
1994.0	7.0	15.0	295.437	293.155	3.203	232.519	385.454	976.174	1.335
1994.0	7.0	16.0	293.255	289.972	3.555	265.737	363.356	979.37	0.861
1994.0	7.0	17.0	294.192	288.357	1.218	278.233	352.168	980.843	0.08
1994.0	7.0	18.0	295.511	290.873	2.182	247.689	377.061	976.843	6.606
1994.0	7.0	19.0	295.578	291.416	3.153	290.301	365.563	977.915	1.234
1994.0	7.0	20.0	297.032	291.951	3.083	210.007	373.912	979.629	0.03
1994.0	7.0	21.0	299.386	294.291	4.233	290.771	394.904	977.082	0.252
1994.0	7.0	22.0	296.894	293.674	4.373	142.832	410.478	971.512	13.474
1994.0	7.0	23.0	295.151	292.579	5.436	234.109	385.989	971.431	6.601
1994.0	7.0	24.0	294.366	291.627	4.271	275.599	359.301	972.853	4.173
1994.0	7.0	25.0	294.873	291.719	3.818	245.059	370.525	971.976	4.248
1994.0	7.0	26.0	293.309	289.935	4.728	251.692	367.099	969.232	6.992
1994.0	7.0	27.0	291.917	287.288	1.756	159.147	347.889	971.503	0.594
1994.0	7.0	28.0	292.76	289.35	1.199	206.864	375.066	972.105	8.872
1994.0	7.0	29.0	292.766	289.251	1.291	248.448	359.817	977.595	0.7
1994.0	7.0	30.0	293.671	289.993	3.125	206.942	378.411	978.991	16.7
1994.0	7.0	31.0	294.445	289.984	2.535	269.536	352.259	982.032	0.15
1994.0	8.0	1.0	295.856	291.146	3.011	263.476	368.825	980.055	0.086
1994.0	8.0	2.0	295.643	292.196	3.29	222.009	372.715	977.352	7.845
1994.0	8.0	3.0	294.305	291.816	2.782	218.642	387.883	978.317	3.026
1994.0	8.0	4.0	296.18	292.614	5.018	202.541	379.354	974.148	16.733
1994.0	8.0	5.0	289.742	287.146	5.894	174.641	384.137	974.031	10.292
1994.0	8.0	6.0	288.449	281.145	3.032	278.738	314.551	982.312	0.012
1994.0	8.0	7.0	290.48	283.829	1.697	282.138	317.187	981.165	0.0
1994.0	8.0	8.0	293.193	287.284	2.971	225.858	342.122	979.159	0.04
1994.0	8.0	9.0	293.08	289.534	3.418	187.162	365.731	978.695	1.296
1994.0	8.0	10.0	289.784	284.565	3.048	215.541	351.436	983.55	0.089
1994.0	8.0	11.0	290.392	285.52	1.533	65.852	372.151	983.174	0.579
1994.0	8.0	12.0	292.746	288.978	1.675	181.267	390.136	981.71	1.679
1994.0	8.0	13.0	294.299	293.036	5.299	48.653	401.886	976.728	19.031
1994.0	8.0	14.0	293.097	290.827	7.318	195.319	395.476	970.134	51.231
1994.0	8.0	15.0	288.676	283.449	5.215	196.949	331.57	975.44	0.494
1994.0	8.0	16.0	289.605	284.801	3.039	267.456	314.213	980.115	0.0
1994.0	8.0	17.0	293.007	289.845	2.588	145.332	365.198	979.467	0.989
1994.0	8.0	18.0	293.401	290.422	3.216	201.787	365.876	976.501	4.44
1994.0	8.0	19.0	293.608	290.345	2.683	224.296	364.82	976.863	0.033
1994.0	8.0	20.0	296.133	291.506	4.311	235.353	365.23	972.698	3.283
1994.0	8.0	21.0	293.116	291.539	3.381	95.437	400.163	968.067	19.577
1994.0	8.0	22.0	292.442	288.007	4.914	238.198	356.211	972.658	1.341
1994.0	8.0	23.0	290.614	284.493	2.102	252.044	307.859	980.735	0.0
1994.0	8.0	24.0	291.27	285.688	2.431	224.948	322.476	984.002	0.0
1994.0	8.0	25.0	294.218	290.734	4.925	121.78	382.54	980.385	10.918
1994.0	8.0	26.0	294.259	291.663	2.884	191.614	368.223	979.362	0.273
1994.0	8.0	27.0	294.259	292.126	3.098	152.587	395.169	978.32	10.111
1994.0	8.0	28.0	294.356	292.207	5.771	120.539	381.089	972.799	13.484
1994.0	8.0	29.0	290.254	286.371	4.642	180.509	348.892	972.265	1.04
1994.0	8.0	30.0	289.362	283.46	2.873	214.097	314.645	977.971	0.0
1994.0	8.0	31.0	291.122	287.754	4.286	94.603	377.236	974.594	6.003
1994.0	9.0	1.0	289.514	287.018	4.992	184.802	343.175	977.045	3.255
1994.0	9.0	2.0	287.045	281.865	3.017	203.604	316.06	984.502	1.543
1994.0	9.0	3.0	286.936	280.906	2.024	148.182	320.333	986.696	0.378
1994.0	9.0	4.0	287.486	282.304	3.17	210.538	310.003	987.113	0.098
1994.0	9.0	5.0	286.878	281.458	3.461	234.788	292.1	984.087	0.0
1994.0	9.0	6.0	286.871	281.948	2.136	198.556	292.275	977.047	0.205
1994.0	9.0	7.0	289.144	286.496	5.299	164.827	356.385	974.739	7.822
1994.0	9.0	8.0	289.813	285.342	5.909	198.287	316.128	977.678	0.386
1994.0	9.0	9.0	290.506	287.953	5.034	155.128	350.739	976.772	7.481
1994.0	9.0	10.0	287.208	281.916	3.689	184.103	308.578	981.117	0.098
1994.0	9.0	11.0	286.087	280.825	2.601	204.484	299.846	984.837	0.039
1994.0	9.0	12.0	287.51	283.092	2.432	182.697	305.703	984.756	0.0
1994.0	9.0	13.0	291.619	287.325	4.921	183.632	341.213	980.742	0.085
1994.0	9.0	14.0	292.955	290.089	4.877	51.909	384.687	976.943	6.133
1994.0	9.0	15.0	292.688	291.569	1.352	114.237	395.789	978.161	0.604
1994.0	9.0	16.0	294.777	291.971	3.596	172.071	376.074	976.942	0.015
1994.0	9.0	17.0	294.182	291.078	5.424	93.341	375.281	972.234	3.039
1994.0	9.0	18.0	288.813	284.16	4.404	155.733	332.76	974.422	1.373
1994.0	9.0	19.0	288.78	283.093	3.851	200.203	308.586	978.642	0.129
1994.0	9.0	20.0	289.539	284.047	3.002	197.397	305.894	981.82	0.0
1994.0	9.0	21.0	290.995	286.179	2.289	196.19	318.394	981.157	0.0
1994.0	9.0	22.0	290.995	285.3	3.799	142.7	318.153	979.08	0.0
1994.0	9.0	23.0	288.524	284.491	4.324	58.518	360.132	976.33	0.528
1994.0	9.0	24.0	289.488	286.709	2.421	121.854	373.476	976.759	0.348
1994.0	9.0	25.0	290.818	288.322	2.571	140.312	354.464	974.382	2.711
1994.0	9.0	26.0	290.721	289.044	3.86	43.124	375.024	968.997	17.445
1994.0	9.0	27.0	289.482	287.448	3.701	115.849	363.01	966.761	9.68
1994.0	9.0	28.0	286.072	283.771	7.047	119.839	330.139	965.43	13.458
1994.0	9.0	29.0	284.21	281.996	8.735	136.112	324.221	966.145	8.589
1994.0	9.0	30.0	284.42	279.761	5.472	173.042	295.699	975.201	0.03
1994.0	10.0	1.0	285.325	283.095	3.613	19.219	343.645	972.412	18.287
1994.0	10.0	2.0	283.882	279.067	3.772	174.406	295.907	973.866	0.292
1994.0	10.0	3.0	281.617	275.5	3.604	159.242	269.757	978.356	0.0
1994.0	10.0	4.0	281.499	277.658	3.305	59.23	301.094	979.884	0.323
1994.0	10.0	5.0	281.454	276.471	3.782	98.441	320.385	978.075	0.898
1994.0	10.0	6.0	282.874	278.165	3.184	134.283	319.284	978.378	0.281
1994.0	10.0	7.0	285.666	280.684	3.307	171.582	286.146	981.661	0.0
1994.0	10.0	8.0	289.545	283.859	5.756	159.851	315.075	979.448	0.0
1994.0	10.0	9.0	288.545	283.995	7.034	34.903	340.138	972.12	4.308
1994.0	10.0	10.0	281.454	277.173	5.835	144.162	288.072	979.574	3.658
1994.0	10.0	11.0	280.234	274.122	3.273	166.614	260.407	987.903	0.0
1994.0	10.0	12.0	282.119	275.233	3.199	167.128	262.993	989.23	0.0
1994.0	10.0	13.0	283.906	276.774	3.783	131.964	276.674	986.511	0.0
1994.0	10.0	14.0	285.283	280.44	2.533	154.084	319.189	984.177	0.0
1994.0	10.0	15.0	283.457	279.56	4.177	160.447	273.178	985.447	0.0
1994.0	10.0	16.0	281.977	276.028	3.722	153.46	265.948	988.169	0.0
1994.0	10.0	17.0	282.234	275.099	2.229	161.046	254.739	985.242	0.0
1994.0	10.0	18.0	286.548	279.922	2.681	137.759	315.952	979.036	0.946
1994.0	10.0	19.0	287.571	284.272	4.445	30.759	348.802	972.924	5.476
1994.0	10.0	20.0	287.226	286.202	4.721	110.817	363.331	971.375	3.735
1994.0	10.0	21.0	285.243	283.063	2.626	116.494	322.052	974.421	0.52
1994.0	10.0	22.0	284.78	281.568	1.437	77.731	330.814	974.425	0.188
1994.0	10.0	23.0	284.264	281.022	4.11	84.441	303.375	969.693	0.319
1994.0	10.0	24.0	282.975	277.669	5.444	72.878	285.647	972.936	0.196
1994.0	10.0	25.0	280.518	277.137	5.899	112.102	293.041	972.379	6.758
1994.0	10.0	26.0	279.091	276.23	4.278	106.856	285.202	977.532	2.465
1994.0	10.0	27.0	280.137	277.091	3.503	98.652	281.291	980.95	3.139
1994.0	10.0	28.0	281.018	275.786	5.251	142.377	259.251	980.654	0.0
1994.0	10.0	29.0	284.894	276.531	6.98	130.239	283.592	977.36	0.0
1994.0	10.0	30.0	285.168	279.035	4.702	49.664	328.254	978.948	0.081
1994.0	10.0	31.0	284.323	281.986	1.98	43.689	346.607	976.589	10.066
1994.0	11.0	1.0	284.785	283.939	4.449	65.398	362.896	959.657	31.512
1994.0	11.0	2.0	279.927	276.28	7.243	134.034	306.816	966.687	4.157
1994.0	11.0	3.0	281.228	275.295	4.731	88.389	274.821	977.731	0.0
1994.0	11.0	4.0	288.245	282.768	5.518	54.877	365.245	976.342	0.618
1994.0	11.0	5.0	288.55	284.359	6.24	22.116	371.313	974.43	5.75
1994.0	11.0	6.0	287.113	284.68	7.326	15.762	357.355	966.941	6.542
1994.0	11.0	7.0	279.634	276.019	6.771	122.291	269.331	982.065	2.449
1994.0	11.0	8.0	282.874	275.422	5.818	96.416	274.487	978.566	0.0
1994.0	11.0	9.0	284.05	281.67	4.327	8.789	336.063	972.546	7.493
1994.0	11.0	10.0	279.405	275.228	4.601	117.611	283.817	979.632	1.307
1994.0	11.0	11.0	276.505	270.357	3.887	125.824	242.75	987.746	0.0
1994.0	11.0	12.0	277.444	269.981	3.88	110.789	239.471	984.932	0.002
1994.0	11.0	13.0	283.843	280.671	3.38	47.422	341.105	981.339	0.51
1994.0	11.0	14.0	286.689	282.658	5.755	91.969	324.365	979.262	0.109
1994.0	11.0	15.0	284.278	281.351	4.484	55.209	342.118	981.797	1.898
1994.0	11.0	16.0	279.815	274.181	3.468	103.449	287.708	985.778	0.0
1994.0	11.0	17.0	280.208	272.273	4.033	116.847	258.727	984.444	0.0
1994.0	11.0	18.0	283.982	280.154	6.924	68.02	305.28	978.135	0.312
1994.0	11.0	19.0	281.402	276.628	6.086	114.836	257.313	980.689	0.0
1994.0	11.0	20.0	278.636	274.129	3.152	83.867	257.413	986.225	0.0
1994.0	11.0	21.0	283.349	276.638	9.022	31.689	321.151	973.098	7.897
1994.0	11.0	22.0	278.987	273.323	9.425	43.936	292.346	972.858	0.801
1994.0	11.0	23.0	273.84	267.905	10.052	73.584	255.778	975.951	6.139
1994.0	11.0	24.0	271.807	265.596	6.402	84.647	236.887	979.942	0.821
1994.0	11.0	25.0	277.888	272.597	7.254	105.162	268.606	972.91	1.289
1994.0	11.0	26.0	274.769	268.918	5.782	57.749	245.004	980.606	0.51
1994.0	11.0	27.0	272.021	265.41	5.176	38.018	249.832	985.353	5.552
1994.0	11.0	28.0	279.269	276.597	10.764	98.6	323.639	961.767	16.856
1994.0	11.0	29.0	277.823	270.872	10.274	77.211	269.248	969.696	0.255
1994.0	11.0	30.0	275.286	271.768	5.847	51.113	270.181	978.556	2.746
1994.0	12.0	1.0	274.766	269.638	4.641	98.147	263.916	985.185	0.762
1994.0	12.0	2.0	277.709	269.135	7.617	107.68	241.535	980.232	0.0
1994.0	12.0	3.0	279.887	272.425	4.963	63.609	265.227	980.234	0.003
1994.0	12.0	4.0	282.881	278.013	3.933	60.449	328.622	981.789	0.178
1994.0	12.0	5.0	282.64	281.587	3.268	17.66	352.641	975.373	16.87
1994.0	12.0	6.0	280.597	280.145	3.898	16.793	340.924	976.763	1.973
